skn,ncei_id,station_name,station_id,nws_sid,island,network,elevation,latitude,longitude,start_year,end_year,rf,ta,rh,ws,sw,lw,observer,data_source,edit_notes,nwsli,nesdis_id,name_hads,hads_elev,owner_code_hads,vars_hads,latitude_d_hads,longitude_d_hads,match_notes,name_ncei,mindate_ncei,maxdate_ncei,latitude_ncei,longitude_ncei,name_scan,id_scan,latitude_scan,longitude_scan,nws_kk_name,kk_nws_match_notes,name,nws_id,nws_name
13.8,NA,Kaala Iki Astrip,13.8,NA,Bi,State,534,19.13004644,-155.5738842,1964,1983,RF,NA,NA,NA,NA,NA,HUTCHINSON SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaala Iki Astrip,NA,NA
14,USC00516588,NAALEHU 14,516588,NA,Bi,COOP,206,19.06032754,-155.5855501,1890,2017,RF,Ta,NA,NA,NA,NA,KAU SUGAR,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAALEHU 14, HI US",1/1/1905,9/23/2018,19.0614,-155.5842,NA,NA,NA,NA,NA,NA,NAALEHU 14,NA,NA
14.1,NA,Honuapo  25,14.1,NA,Bi,State,578,19.08032814,-155.5541624,1895,1907,RF,NA,NA,NA,NA,NA,HUTCHINSON SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Honuapo  25,NA,NA
14.2,NA,Naalehu Hewitt,14.2,NA,Bi,State,381,19.06366105,-155.5805503,1896,1900,RF,NA,NA,NA,NA,NA,GC HEWITT,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Naalehu Hewitt,NA,NA
14.3,NA,Naalehu (1725),14.3,NA,Bi,State,526,19.08032681,-155.5972167,1898,1900,RF,NA,NA,NA,NA,NA,HEWITT GC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Naalehu (1725),NA,NA
15,NA,Honuapo,15,NA,Bi,State,6,19.0917161,-155.5488851,1939,1972,RF,NA,NA,NA,NA,NA,HUTCHINSON SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Honuapo,NA,NA
16,NA,Moaula Tunnel,16,NA,Bi,State,915,19.21837381,-155.5438844,1923,1948,RF,NA,NA,NA,NA,NA,HAWN AG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moaula Tunnel,NA,NA
16.1,NA,Field 009,16.1,NA,Bi,State,709,19.19698641,-155.5472179,1967,1971,RF,NA,NA,NA,NA,NA,HAWN AG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 009,NA,NA
17,NA,Moaula Res,17,NA,Bi,State,595,19.19837542,-155.5272179,1911,1983,RF,NA,NA,NA,NA,NA,HAWN AG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moaula Res,NA,NA
17.1,NA,Moaula-Willis,17.1,NA,BI,State,518,19.19698684,-155.5138847,1898,1902,RF,NA,NA,NA,NA,NA,WILLIS TC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moaula-Willis,NA,NA
17.2,NA,Higashi Camp,17.2,NA,Bi,State,491,19.19865342,-155.5111068,1949,1957,RF,NA,NA,NA,NA,NA,HAWN AG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higashi Camp,NA,NA
18,NA,Moaula,18,NA,Bi,State,183,19.18032172,-155.4922181,1920,1982,RF,NA,NA,NA,NA,NA,Kapapala RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moaula,NA,NA
20,NA,Alili Tunnel 2,20,NA,Bi,State,854,19.22531792,-155.5172177,1942,1948,RF,NA,NA,NA,NA,NA,HAWN AG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alili Tunnel 2,NA,NA
20.2,NA,Alili,20.2,NA,Bi,State,854,19.22004051,-155.5211066,1956,1968,RF,NA,NA,NA,NA,NA,HAWN AG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alili,NA,NA
20.4,NA,Field 100,20.4,NA,Bi,State,816,19.2303176,-155.5091621,1969,1983,RF,NA,NA,NA,NA,NA,HAWN AG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 100,NA,NA
20.5,NA,Field 303,20.5,NA,Bi,State,866,19.24559424,-155.4983287,1979,1982,RF,NA,NA,NA,NA,NA,KAU PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 303,NA,NA
21,NA,Pahala,HI-85,PPLH1,BI,Hydronet,267,19.1998,-155.4793,1892,2017,RF,NA,NA,NA,NA,NA,KAU SUGAR;Hydronet,Hydronet;NCEI;RF_Atlas,; Erased NCEI ID: USC00517421 probably co-located COOP station and new SKN should be assigned to hydronet,PPLH1,B16084B2,PAHALA,2220,NWSPAC,PC,19.1997,-155.479,matched HADS stations to SKN by merge of 'nwsli' to 'nws_SID',NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahala,matched stations to SKN by station name similarity uzing agrep fuzzy match and manually removed bad match and duplicates,Pahala,PPLH1, Pahala (15004)              
21.3,USC00517437,PAHALA MAUKA 21.3,517437,NA,Bi,COOP,332,19.20667,-155.48861,1985,2017,RF,Ta,NA,NA,NA,NA,COOP,NCEI;RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAHALA MAUKA 21.3, HI US",4/1/1985,9/11/2018,19.2037,-155.4858,NA,NA,NA,NA,NA,NA,PAHALA MAUKA 21.3,NA,NA
22,NA,Keaiwa,22,NA,Bi,State,503,19.23365092,-155.4769399,1920,1952,RF,NA,NA,NA,NA,NA,HAWN AG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keaiwa,NA,NA
22.1,USC00513925,KEAIWA CAMP,513925,NA,Bi,COOP,518,19.2336509,-155.4788844,1953,1982,RF,NA,NA,NA,NA,NA,KAU SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KEAIWA CAMP,NA,NA
23,NA,Kahuku ,HKHK,KRCH1,BI,RAWS,1796,19.23222222,-155.78,2006,2017,RF,Ta,RH,WS,Sw,NA,RAWS,RAWS;WRCC;RF_Atlas,NA,KRCH1,32639544,KAHUKU RAWS NEAR NAALEHU 17NW,2930,BLM001,PC RW TA UD UP UR US VB XR,19.2322,-155.78,manually matched HADS RAWS stations to SKN by station name similarity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kahuku ,KRCH1, Kahuku Ranch                
24,NA,Ohia Lodge,24,NA,Bi,State,402,19.2636556,-155.8741544,1948,1950,RF,NA,NA,NA,NA,NA,REDFEARN MRS A,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ohia Lodge,NA,NA
24.1,USC00517166,OPIHIHALE 2 24.1,517166,NA,Bi,COOP,396,19.27032215,-155.8738768,1955,2017,RF,Ta,NA,NA,NA,NA,TRUMAN LORNA,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPIHIHALE 2 24.1, HI US",5/1/1956,9/24/2018,19.2705,-155.8746,NA,NA,NA,NA,NA,NA,OPIHIHALE 2 24.1,NA,NA
24.2,NA,Kaohe-Brown,24.2,NA,Bi,State,290,19.31198823,-155.8772104,1980,1981,RF,NA,NA,NA,NA,NA,BROWN DM,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaohe-Brown,NA,NA
24.4,USC00513146,KAOHE MAKAI 24.4,513146,NA,Bi,COOP,37,19.317,-155.883,1984,2017,RF,Ta,NA,NA,NA,NA,COOP,NCEI;RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAOHE MAKAI 24.4,NA,NA
25,NA,Pahoehoe,25,NA,Bi,State,305,19.34393212,-155.8749878,1930,1947,RF,NA,NA,NA,NA,NA,LINCOLN LP,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahoehoe,NA,NA
25.1,NA,Kalahiki (750),25.1,NA,Bi,State,229,19.40948383,-155.8894343,1895,1907,RF,NA,NA,NA,NA,NA,MCDOUGALL GW,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kalahiki (750),NA,NA
25.2,NA,Kalahiki (1500),25.2,NA,Bi,State,457,19.38031887,-155.8638781,1904,1907,RF,NA,NA,NA,NA,NA,MCDOUGALL GW,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kalahiki (1500),NA,NA
25.3,NA,Hookena,25.3,NA,Bi,State,259,19.38031884,-155.8805447,1926,1929,RF,NA,NA,NA,NA,NA,ENDO CAROLYN,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hookena,NA,NA
25.4,NA,Kalahiki (1800),25.4,NA,Bi,State,549,19.41198392,-155.8722121,1901,1903,RF,NA,NA,NA,NA,NA,MCDOUGALL GW,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kalahiki (1800),NA,NA
25.5,NA,Mccandless Off,25.5,NA,Bi,State,262,19.37698576,-155.8772112,1956,1959,RF,NA,NA,NA,NA,NA,MCCANDLESS RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mccandless Off,NA,NA
25.6,NA,Kahauko Pen,25.6,NA,Bi,State,70,19.37698549,-155.8938779,1957,1959,RF,NA,NA,NA,NA,NA,MCCANDLESS RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kahauko Pen,NA,NA
25.7,NA,Pahoehoe Ranch,25.7,NA,Bi,State,335,19.33864,-155.87191,1953,1977,RF,NA,NA,NA,NA,NA,MAGOON ESTATE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahoehoe Ranch,NA,NA
26,NA,Takashiba,26,NA,Bi,State,640,19.49031296,-155.895546,1937,1947,RF,NA,NA,NA,NA,NA,KONA EXP STATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Takashiba,NA,NA
26.2,USC00513977,KEALAKEKUA 26.2,513977,NA,Bi,COOP,442,19.48975723,-155.9122125,1901,2017,RF,Ta,NA,NA,NA,NA,GREENWELL ESTATE,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KEALAKEKUA 26.2, HI US",1/1/1905,9/12/2018,19.4918,-155.9117,NA,NA,NA,NA,NA,NA,KEALAKEKUA 26.2,NA,NA
26.3,NA,Waipunaula,26.3,NA,Bi,State,707,19.49420151,-155.8930461,1969,1983,RF,NA,NA,NA,NA,NA,BRENNER GEO,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waipunaula,NA,NA
27,USC00511665,HONAUNAU 27,511665,NA,Bi,COOP,332,19.4403158,-155.8788789,1938,2017,RF,NA,NA,NA,NA,NA,TANAKA S,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HONAUNAU 27, HI US",1/1/1938,7/28/2018,19.4174,-155.8805,NA,NA,NA,NA,NA,NA,HONAUNAU 27,NA,NA
27.1,NA,Uyeda-Honaunau,27.1,NA,Bi,State,210,19.43198288,-155.8872122,1956,1962,RF,NA,NA,NA,NA,NA,BISHOP ESTATE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uyeda-Honaunau,NA,NA
27.2,NA,Honaunau Forst 1,27.2,NA,Bi,State,683,19.4119837,-155.8572121,1954,1962,RF,NA,NA,NA,NA,NA,BISHOP ESTATE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Honaunau Forst 1,NA,NA
27.3,NA,Honaunau Forst 2,27.3,NA,Bi,State,1052,19.41698295,-155.8372123,1957,1962,RF,NA,NA,NA,NA,NA,BISHOP ESTATE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Honaunau Forst 2,NA,NA
27.4,USC00518552,PUUHONUA O HONA 27.4,518552,NA,Bi,COOP,5,19.4184,-155.9112,1965,2016,RF,Ta,NA,NA,NA,NA,HAW NATL HSTL PA,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PUUHONUA O HONA 27.4,NA,NA
27.5,NA,Honaunau-Steffen,27.5,NA,Bi,State,299,19.41753913,-155.8813788,1977,1983,RF,NA,NA,NA,NA,NA,STEFFEN GE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Honaunau-Steffen,NA,NA
27.6,NA,Honaunau No. 2,HI-95,HAUH1,BI,Hydronet,398,19.4658,-155.885,1992,2017,RF,NA,NA,NA,NA,NA,Hydronet,Hydronet;RF_Atlas,NA,HAUH1,15D12742,HONAUNAU NO. 2,2200,NWSPAC,PC,19.4628,-155.883,matched HADS stations to SKN by merge of 'nwsli' to 'nws_SID',NA,NA,NA,NA,NA,NA,NA,NA,NA,Honaunau,matched stations to SKN by station name similarity uzing agrep fuzzy match and manually removed bad match and duplicates,Honaunau No. 2,HAUH1, Honaunau (15007)            
28,USC00516697,NAPOOPOO 28,516697,NA,Bi,COOP,122,19.46864784,-155.9055458,1905,2017,RF,Ta,NA,NA,NA,NA,KONA EXP STATION,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAPOOPOO 28,NA,NA
28.1,NA,Napoopoo 16,28.1,NA,Bi,State,5,19.47336949,-155.9188791,1901,1938,RF,NA,NA,NA,NA,NA,AMERICAN FACTORS,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Napoopoo 16,NA,NA
28.2,NA,Keei Middle Rd,28.2,NA,Bi,State,207,19.46198161,-155.8972124,1955,1981,RF,NA,NA,NA,NA,NA,GLASS EE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keei Middle Rd,NA,NA
28.3,NA,Kahauloa 2,28.3,NA,Bi,State,463,19.46364797,-155.8788793,1956,1957,RF,NA,NA,NA,NA,NA,BISHOP ESTATE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kahauloa 2,NA,NA
28.4,NA,Keei Makai 2,28.4,NA,Bi,State,1769,19.44531561,-155.8916567,1954,1962,RF,NA,NA,NA,NA,NA,BISHOP ESTATE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keei Makai 2,NA,NA
28.5,US1HIHI0045,CAPTAIN COOK 3.4 SSE,US1HIHI0045,NA,Bi,CoCoRaHS,385,19.4572,-155.8794,2015,2017,RF,NA,NA,NA,NA,NA,CoCoRaHS,NCEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAPTAIN COOK 3.4 SSE,NA,NA
28.6,NA,Napoopookai,28.6,NA,Bi,State,3,19.46836978,-155.9211013,1971,1975,RF,NA,NA,NA,NA,NA,COULTER BRUCE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Napoopookai,NA,NA
28.7,NA,Kealakekua #2,28.7,NA,Bi,State,442,19.49697886,-155.9138792,1976,1977,RF,NA,NA,NA,NA,NA,MEIER MRS LILAH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kealakekua #2,NA,NA
28.9,NA,Honaunau,28.9,NA,Bi,State,349,19.44975979,-155.8805456,1982,1982,RF,NA,NA,NA,NA,NA,MCLEAN-HUMPHREY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Honaunau,NA,NA
29,USC00512327,KAAWALOA 29,512327,NA,Bi,COOP,409,19.4919792,-155.9172124,1919,1999,RF,NA,NA,NA,NA,NA,CAPT COOK INVEST,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAAWALOA 29,NA,NA
29.1,NA,Kealakekua-Davis,29.1,NA,Bi,State,482,19.50697819,-155.9172125,1891,1915,RF,NA,NA,NA,NA,NA,DAVIS REV SH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kealakekua-Davis,NA,NA
29.12,NA,Kealakekua T.F.,HI-84,KLEH1,BI,Hydronet,538,19.518,-155.9157,1991,2017,RF,NA,NA,NA,NA,NA,Hydronet,Hydronet;RF_Atlas,NA,KLEH1,81708572,KEALAKEKUA,2650,NWSPAC,PC,19.5181,-155.916,matched HADS stations to SKN by merge of 'nwsli' to 'nws_SID',NA,NA,NA,NA,NA,NA,NA,NA,NA,Kealakekua,matched stations to SKN by station name similarity uzing agrep fuzzy match and manually removed bad match and duplicates,Kealakekua T.F.,KLEH1, Kealakekua (15008)          
29.2,NA,Kalukalu,29.2,NA,Bi,State,457,19.50864472,-155.9205458,1920,1929,RF,NA,NA,NA,NA,NA,GREENWELL EC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kalukalu,NA,NA
29.3,NA,Konawaena,29.3,NA,Bi,State,482,19.50864475,-155.9172126,1956,1964,RF,NA,NA,NA,NA,NA,BUTTLES W,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Konawaena,NA,NA
29.4,NA,Konawaena School,29.4,NA,Bi,State,509,19.50864479,-155.9138793,1957,1964,RF,NA,NA,NA,NA,NA,KONAWAENA SCH AG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Konawaena School,NA,NA
29.5,NA,Kanakamelai,29.5,NA,Bi,State,951,19.53364313,-155.8805471,1956,1981,RF,NA,NA,NA,NA,NA,WH GREENWELL ESTATE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kanakamelai,NA,NA
29.6,NA,Onouli,29.6,NA,Bi,State,412,19.50031189,-155.9208235,1959,1962,RF,NA,NA,NA,NA,NA,MITCHELL DR J,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Onouli,NA,NA
29.8,NA,Onouli (1600),29.8,NA,Bi,State,488,19.50197854,-155.9138792,1960,1981,RF,NA,NA,NA,NA,NA,GREENWELL ESTATE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Onouli (1600),NA,NA
29.9,NA,Malukalu,29.9,NA,Bi,State,780,19.5142001,-155.8949909,1962,1981,RF,NA,NA,NA,NA,NA,GREENWELL ESTATE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malukalu,NA,NA
30,NA,Komakawai,30,NA,Bi,State,1875,19.39864788,-155.7716573,1944,1957,RF,NA,NA,NA,NA,NA,MCCANDLESS RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Komakawai,NA,NA
30.1,NA,Big Hill,30.1,NA,Bi,State,1415,19.40031632,-155.8122122,1957,1957,RF,NA,NA,NA,NA,NA,MCCANDLESS RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hill,NA,NA
30.2,NA,Palipakika,30.2,NA,Bi,State,945,19.38031865,-155.8472114,1958,1961,RF,NA,NA,NA,NA,NA,MCCANDLESS RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Palipakika,NA,NA
30.3,NA,Kiilae Stream,30.3,NA,Bi,State,884,19.41142799,-155.846101,1960,1982,RF,NA,NA,NA,NA,NA,USGS,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kiilae Stream,NA,NA
31,NA,Haupuu,31,NA,Bi,State,1372,19.43142557,-155.8119351,1944,1951,RF,NA,NA,NA,NA,NA,MCCANDLESS RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Haupuu,NA,NA
34,NA,Kapapala Rch,HI-99,KAYH1,BI,Hydronet,639,19.2759,-155.4515,1998,2017,RF,NA,NA,NA,NA,NA,Hydronet,Hydronet;NCEI;RF_Atlas,"changed name from ""Kapapala Ranch"" confirmed skn from AF; Erased NCEI ID: USC00513300 probably co-located COOP station and new SKN should be assigned to hydronet",KAYH1,B16097C4,KAPAPALA RANCH NEAR PAHALA 5NE,2230,NWSPAC,PC,19.2758,-155.451,matched HADS stations to SKN by merge of 'nwsli' to 'nws_SID',NA,NA,NA,NA,NA,NA,NA,NA,NA,Kapapala Rch,matched stations to SKN by station name similarity uzing agrep fuzzy match and manually removed bad match and duplicates,Kapapala Rch,KAYH1, Kapapala Ranch (15003)      
35,NA,Wood Valley Tunn,35,NA,Bi,State,1037,19.27031477,-155.4955512,1923,1954,RF,NA,NA,NA,NA,NA,HAWN AG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wood Valley Tunn,NA,NA
35.2,NA,Wood Valley Camp,35.2,NA,Bi,State,655,19.26864852,-155.4705514,1949,1954,RF,NA,NA,NA,NA,NA,HAWN AG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wood Valley Camp,NA,NA
35.3,NA,Wood Valley 2000,35.3,NA,Bi,State,610,19.2469831,-155.480551,1911,1919,RF,NA,NA,NA,NA,NA,HAWN AG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wood Valley 2000,NA,NA
35.4,NA,Wood Valley Res,35.4,NA,Bi,State,753,19.27198146,-155.4855513,1948,1949,RF,NA,NA,NA,NA,NA,HAWN AG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wood Valley Res,NA,NA
35.6,NA,Wood Valley,35.6,NA,Bi,State,671,19.27031505,-155.4741625,1955,1982,RF,NA,NA,NA,NA,NA,HAWN AG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wood Valley,NA,NA
36.1,NA,Field 481,36.1,NA,Bi,State,991,19.3003131,-155.4688851,1955,1960,RF,NA,NA,NA,NA,NA,HAWN AG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 481,NA,NA
36.2,NA,Field 480,36.2,NA,Bi,State,938,19.29697994,-155.463885,1973,1975,RF,NA,NA,NA,NA,NA,HAWN AG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 480,NA,NA
36.3,NA,Kapapala Ranch,HKPR,KPRH1,BI,RAWS,1081,19.334722,-155.453056,2011,2017,RF,Ta,RH,WS,Sw,NA,RAWS,RAWS;WRCC,NA,KPRH1,AA10E258,KAPAPALA RANCH RAWS NEAR PAHALA 5NE,4800,DFWLNR,MM MT PC RW TA UD UP UR US VB XR,19.2581,-155.442,matched HADS grep('*RAWS*') stations to SKN by station name using fuzzy matching os station names agrep function in R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kapapala Ranch,KPRH1, Kapapala RAWS               
